지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
114,원주,2021-07-13,28.4,23.6,33.7,,2.7,.9,45,70.9,11.1,25.93
114,원주,2021-07-14,28.9,24.4,33.8,,3.3,.9,46,68.9,11.3,27.37
114,원주,2021-07-15,26.7,23.5,32.4,3,4.1,1,55,76.9,4.7,13.68
114,원주,2021-07-16,26.3,21.9,32.9,1.8,3.2,.8,51,76.5,8.5,21.52
114,원주,2021-07-17,26.7,21.8,31.8,,3.1,1.1,47,67.3,8.1,22.26
114,원주,2021-07-18,27.3,22.5,32.2,.2,3.1,1.1,44,66.4,12.3,25.83
114,원주,2021-07-19,26.9,23.4,31.7,0,2.5,.9,48,71.1,3.8,17.25
114,원주,2021-07-20,27.2,23.3,32.2,3.8,3.1,.9,52,73,7.3,21.16
114,원주,2021-07-21,28.6,23.1,35,,2.7,1,30,63,12.6,26.98
114,원주,2021-07-22,29,22.7,35.3,,3.1,1.1,32,59.5,13,29.33
114,원주,2021-07-23,29.2,23.5,35.1,,2.7,1.1,29,62.4,13.3,28.47
114,원주,2021-07-24,29.2,24.1,35.6,,2.7,1.1,29,60.4,12,26.52
114,원주,2021-07-25,29.1,23.2,34.7,,2.5,1.1,42,62.1,11.2,22.49
114,원주,2021-07-26,29.1,23.9,33.9,,2.5,1.2,42,60.3,9.8,21.83
114,원주,2021-07-27,28.6,24.7,34.3,.1,3.9,1.1,45,67,8.9,22.29
114,원주,2021-07-28,28.4,23.2,33.5,,2.3,1,44,66.3,10.5,21.37
114,원주,2021-07-29,28.6,24.7,33.1,,2.9,1,45,67.9,9.3,22.36
114,원주,2021-07-30,29.3,24.9,34.5,,3.1,1,42,67.1,9.4,22.74
114,원주,2021-07-31,29.5,25.7,34.3,.3,3,1.1,46,67.4,7.3,20.08
114,원주,2021-08-01,26.6,23.4,32.5,74.2,4.1,.9,56,80.1,2.4,12.89
114,원주,2021-08-02,25.8,23.9,29.1,2.5,1.8,.7,61,84.3,1.3,9.5
114,원주,2021-08-03,26.7,23.5,32.5,4.9,4.9,.8,51,79.1,5,18.34
114,원주,2021-08-04,28.3,24.3,33,,2.7,1,47,68.9,10.7,24.27
114,원주,2021-08-05,28.8,24.7,33.6,,2.8,1,48,67.9,10.4,24.93
114,원주,2021-08-06,27.3,23.3,34.5,11.1,3.6,.8,50,74.9,6.8,18.74
114,원주,2021-08-07,26.8,22.7,31.8,,1.9,.7,47,71.4,8.2,21.92
114,원주,2021-08-08,25.8,23.5,30.2,1,2.7,.7,60,75,1.3,10.1
114,원주,2021-08-09,26.6,23.2,31.4,,3.7,1.7,44,61.6,10.1,23.77
114,원주,2021-08-10,25.1,21.2,29,0,3.4,1.2,54,69.6,9,17.9
114,원주,2021-08-11,26.2,22.1,31.3,,2.8,.9,45,69.6,9.5,22.06
114,원주,2021-08-12,25.8,22.1,30.2,0,2.4,.9,52,70.9,4.2,15
114,원주,2021-08-13,25.5,22.6,28.9,,2.2,.9,54,70,1.8,13.19
114,원주,2021-08-14,23.9,20.8,28.4,.1,4.1,1.4,49,68.1,3.7,13.71
114,원주,2021-08-15,24.2,18.7,30,0,2.7,1.1,46,65.8,11.7,23.16
114,원주,2021-08-16,24.8,19.8,29.9,,2.9,1.4,42,62.5,8.3,20.27
114,원주,2021-08-17,23.8,19.9,28.5,,4.4,1.5,44,62.9,4.8,17.61
114,원주,2021-08-18,22.7,18.9,28,6,2.7,.9,50,72.8,3.8,13.74
114,원주,2021-08-19,23,18.3,29,0,2.8,1,44,66.9,3,14.45
114,원주,2021-08-20,25.6,20,30.3,0,3.3,1.3,42,61.5,10.2,21.19
114,원주,2021-08-21,24.6,21.7,28.3,9.6,4.8,2.1,62,74.8,2.5,9.26
114,원주,2021-08-22,24.1,21.7,26.8,0,3.1,1.3,50,70.4,.6,11.6
114,원주,2021-08-23,21.1,19.6,22.6,10.6,3.1,.9,76,86.5,0,4.59
114,원주,2021-08-24,23.9,20.4,28.1,6.8,4.2,1.5,64,83.9,.6,7.23
114,원주,2021-08-25,23.5,22,25.5,1.4,2.7,.9,73,82.4,0,5.61
114,원주,2021-08-26,24,20.3,28.2,0,2.1,.8,58,78.4,1.4,11.32
114,원주,2021-08-27,21.3,18.9,25.1,6,2.5,.5,66,85.8,0,3.27
114,원주,2021-08-28,22,18.4,26.5,0,2.3,.8,56,78.6,4.3,16.32
114,원주,2021-08-29,22.2,19.6,26.5,5.9,2.2,.7,52,78.6,5.2,15.35
114,원주,2021-08-30,22.1,19.5,26.3,0,1.5,.6,53,79,.7,11.15
114,원주,2021-08-31,20,17.5,23.1,32.8,2.9,.9,78,89.5,0,3.44
114,원주,2021-09-01,20,18.4,21.7,68.7,3,1,86,91,0,4.21
114,원주,2021-09-02,22,18.7,25.8,,1.9,.8,53,71.6,1.4,12.75
114,원주,2021-09-03,22.2,17.4,27.8,,3,.9,37,67,9,20.01
114,원주,2021-09-04,20.9,15.5,26.9,,3.1,.9,44,63.8,8.9,18.52
114,원주,2021-09-05,21,15.2,27.2,,2.9,.7,35,63.3,5.5,17.03
114,원주,2021-09-06,21.1,16.5,26,1.1,3.4,1,43,67.3,2.8,13
114,원주,2021-09-07,20.1,17.7,21.2,20.8,4.4,1.1,77,88.3,0,1.68
114,원주,2021-09-08,21.6,19,26.4,4.3,2.4,.7,56,82.3,5.2,14.3
114,원주,2021-09-09,21.7,17.4,27.2,,2,.7,58,79.5,6.8,18.49
114,원주,2021-09-10,22.3,17.5,27.6,,2.4,.7,49,75.5,7.2,17.43
114,원주,2021-09-11,22.8,18.4,28.2,,2.5,.8,48,75,9.5,21.26
114,원주,2021-09-12,23,17.9,28.9,,2,.8,45,71.5,9.9,19.7
114,원주,2021-09-13,23.5,19.8,28.8,,3.7,1.5,46,66,6.9,19.03
114,원주,2021-09-14,21.8,17.6,27.4,,2.5,1,41,65.1,7.7,15.67
114,원주,2021-09-15,21.1,15.7,27.8,,4,1.2,39,62.3,8.1,17.52
114,원주,2021-09-16,21.2,14.6,26.5,,2.8,1,42,62.8,8.7,19.28
114,원주,2021-09-17,20.3,16.4,24.4,.2,3.9,1,52,72.4,3.3,8.81
114,원주,2021-09-18,21,15.3,27.3,,2,.8,49,71.9,9.8,19.49
114,원주,2021-09-19,21.3,16.8,26.3,,2.1,.8,41,66.3,6.8,17.04
114,원주,2021-09-20,22.3,16,27.5,,3.6,1.4,40,63,10.7,20.84
114,원주,2021-09-21,21.3,19.5,24.2,37.4,4.2,1.4,64,83.5,.9,6.1
114,원주,2021-09-22,20.1,16.8,24.8,29.2,4.1,1.3,44,75.8,5.9,12.78
114,원주,2021-09-23,19.7,16.9,23.4,0,3.2,1,48,67.4,5.3,13.79
114,원주,2021-09-24,20.2,15.3,26.5,,2.2,.7,42,70.1,7.1,17.35
114,원주,2021-09-25,19.8,15.9,23.2,0,2.3,.8,56,74,0,8.41
114,원주,2021-09-26,20.4,16,25.3,,2.3,.8,46,65.3,7.1,14.44
114,원주,2021-09-27,19.8,15,25.1,0,2.2,.9,47,71.9,4.3,13.38
114,원주,2021-09-28,21,17,25.3,1.2,2.9,1.1,45,71.8,2.7,11.93
114,원주,2021-09-29,20.4,18.7,22,20.6,2.2,.6,82,91,0,1.99
114,원주,2021-09-30,20.5,17,26.3,,1.7,.7,47,79.5,7.3,17.56
114,원주,2021-10-01,20.3,16,26.5,2.2,3.8,.9,42,76.4,8.1,16.95
114,원주,2021-10-02,19,15.7,24.4,3.8,3.8,.8,48,78.1,7.1,14.98
114,원주,2021-10-03,20.1,14.2,28.6,,2.6,.6,29,72.5,7.9,17.45
114,원주,2021-10-04,21.7,15.6,26.2,0,3.9,1.1,60,72.6,.5,7.35
114,원주,2021-10-05,23.9,21.5,27.3,0,2.8,1.4,49,66.8,6.8,13.92
114,원주,2021-10-06,19.4,17.6,22.1,6.1,2.7,1.2,68,83.9,.1,4.09
114,원주,2021-10-07,19.3,17.4,21.3,.8,2.3,.6,71,85.3,0,3.21
114,원주,2021-10-08,19.4,18.5,21.1,1.7,1.8,.6,78,90.1,0,4.21
114,원주,2021-10-09,20.8,17.9,25.7,0,1.7,.6,59,82.6,2.6,10.05
114,원주,2021-10-10,20.6,15.9,26.5,17,3.1,.8,61,85.5,.9,6.53
114,원주,2021-10-11,16,13.6,18.6,4.2,2.4,.9,59,75,1,8.26
114,원주,2021-10-12,17.1,15.3,18.8,0,2.3,.7,54,69.6,0,3.36
114,원주,2021-10-13,18.4,12.9,24.3,,2.6,.8,45,69.9,8.7,15.14
114,원주,2021-10-14,18.4,15,22.7,,2.6,.8,52,74.1,7.4,12.8
114,원주,2021-10-15,17.2,15.6,18.9,1.4,1.5,.5,71,85.1,0,4.38
114,원주,2021-10-16,12,4.6,16.3,6.2,3.5,1.4,30,60,1.3,7.92
114,원주,2021-10-17,5.2,1,10.3,,2.4,.8,26,56.6,10,18.08
114,원주,2021-10-18,8,.7,15.4,,2.5,.6,36,64.4,10,16.89
114,원주,2021-10-19,9.7,6.4,13.9,1.5,3.6,.7,51,79.4,2,7.17
114,원주,2021-10-20,8.1,4.3,14.6,,2.2,.7,35,72.4,7.2,14.9
114,원주,2021-10-21,8.5,2.5,14.9,,1.9,.5,43,71.4,8.4,13.29
114,원주,2021-10-22,9,3.5,16.4,0,2.5,.7,40,73.9,6.8,13.8
114,원주,2021-10-23,9.3,3.5,16.7,,2.9,.7,29,69.9,9.8,16.06
114,원주,2021-10-24,9,3.1,16.4,,1.7,.5,31,69,9.8,15.55
114,원주,2021-10-25,9.5,3.9,16.7,,1.7,.5,39,71.1,9.6,15.13
114,원주,2021-10-26,10,4.1,16.7,,2.2,.5,43,74.4,8.7,12.95
114,원주,2021-10-27,11.7,7.3,18.3,,2.9,.8,26,66.8,6.5,11.93
114,원주,2021-10-28,10.2,3.6,18.3,,1.4,.4,31,67.9,9.6,15.17
114,원주,2021-10-29,12,5.8,19.1,,1.8,.6,34,62.4,9.3,14.48
114,원주,2021-10-30,11.4,7.3,17.2,,1.7,.5,46,71.6,3.5,9.16
114,원주,2021-10-31,12,6.7,18.4,.7,2.2,.4,33,71.4,8.9,12.87
114,원주,2021-11-01,12,8.4,16.6,,2.7,.7,44,72.6,6.9,10.99
114,원주,2021-11-02,10.2,5.3,15.9,,1.9,.5,51,75,7,12.43
114,원주,2021-11-03,11.1,7.7,16.4,,2.2,.6,34,67.4,8.8,12.23
114,원주,2021-11-04,10.6,5.6,16.7,,1.7,.5,48,71.9,6.3,10.68
114,원주,2021-11-05,10.5,4.9,19.2,,1.2,.4,28,70.6,7.6,11.89
114,원주,2021-11-06,12.1,5,20.8,,1.4,.4,29,63.5,8.9,12.66
114,원주,2021-11-07,13.1,6.1,20.4,,3.3,.9,36,62.3,7.9,13.03
114,원주,2021-11-08,10,4.9,17.1,25.4,4.9,1.8,57,75.4,.5,1.92
114,원주,2021-11-09,4.8,3.2,5.9,5.3,2.7,1.1,71,82.8,0,1.53
114,원주,2021-11-10,4.4,1,6.7,0,2.8,1.2,55,67.6,1.1,4.78
114,원주,2021-11-11,5.7,1.8,8.7,.2,2.8,1.3,44,57.5,5.5,8.35
114,원주,2021-11-12,4.5,1.1,8.7,,4,1.3,31,54.1,9.4,12.98
114,원주,2021-11-13,5.7,-1.2,12.3,,2.8,.5,44,68,7.4,11.27
114,원주,2021-11-14,9.3,4.4,14.8,0,2.6,.5,34,68.9,4.3,6.36
114,원주,2021-11-15,7.8,2.8,14.6,,2,.5,25,66.8,7.6,10.86
114,원주,2021-11-16,7,1.9,13.7,,2.6,.7,30,63.3,9,11.55
114,원주,2021-11-17,6,.6,12.2,,2.7,.7,30,63.1,8.2,11.67
114,원주,2021-11-18,10.2,4.1,15.3,0,2.1,.8,51,66,3.5,6.7
114,원주,2021-11-19,12.6,9.2,16.2,,1.9,.7,59,76.6,2.5,5.96
114,원주,2021-11-20,10,7.1,15.4,,1.8,.5,43,75.9,4.9,8.29
114,원주,2021-11-21,9.5,5.9,13.7,,2.3,.4,51,72.3,.1,4.21
114,원주,2021-11-22,4.1,.4,12.8,3.2,6.9,2.9,33,52.4,7.3,9.68
114,원주,2021-11-23,.5,-1.9,2.1,0,3.8,1.5,41,53.8,2.6,6.46
114,원주,2021-11-24,3.2,-1.5,7.2,0,2.8,.8,45,65,1.7,5.33
114,원주,2021-11-25,5.1,.9,10.3,.1,4,1.1,28,65.1,8.1,10.31
114,원주,2021-11-26,2.9,-1.5,8.1,,3.2,.9,30,60.8,5.8,8.74
114,원주,2021-11-27,1.8,-3.2,8.7,,1.2,.5,30,66.8,8.8,11.83
114,원주,2021-11-28,3.2,-3.5,11.3,,1.5,.5,25,57.3,8,11.43
114,원주,2021-11-29,4.9,-1.2,12.7,,2.1,.5,35,62.4,8.5,9.99
114,원주,2021-11-30,4.8,1.7,9.4,21.7,5.6,2,54,77.4,0,.88
114,원주,2021-12-01,-.5,-2.9,1.7,,5.7,3.1,29,43.8,8.8,11.61
114,원주,2021-12-02,.7,-6.3,5.5,0,2.8,1,38,60.8,6.3,9.47
114,원주,2021-12-03,3.1,-.7,5.5,.5,4.5,1.9,20,48.3,8.6,11.2
114,원주,2021-12-04,.6,-4.6,6.5,,3.7,.8,30,53.5,8.7,10.83
114,원주,2021-12-05,1.4,-4.2,9.2,,1.1,.4,37,65,8.7,10.53
114,원주,2021-12-06,3.3,-2.7,12,,1.4,.4,24,64.4,7.9,10.99
114,원주,2021-12-07,4.7,-.5,11.4,,2.7,.6,44,70.4,6.3,8.5
114,원주,2021-12-08,4.1,-1,11.6,,1.1,.4,36,74.5,8.8,10.76
114,원주,2021-12-09,3.9,-1.1,8.9,,1.1,.4,48,73.5,2.6,5.51
114,원주,2021-12-10,5.6,1,8.3,0,1.5,.3,66,82.8,.3,2.76
114,원주,2021-12-11,6.8,4.5,9.8,,2.3,.6,59,79.4,4.9,6.83
114,원주,2021-12-12,2.4,-2.7,6.6,,4.3,1.6,25,57,8,9.18
114,원주,2021-12-13,-2.4,-6.2,1.6,,2.6,.8,22,42.6,8.7,10.83
114,원주,2021-12-14,1.4,-3.9,5.2,.6,1.3,.5,38,57.3,1.3,4.67
114,원주,2021-12-15,4.9,2.7,8.7,3.7,1.7,.4,78,93,0,2.22
114,원주,2021-12-16,4.3,2.4,7.9,,1.4,.4,56,88.5,1.1,4
114,원주,2021-12-17,-3.3,-9.3,5.3,,6.7,3.1,19,40.1,8.4,10.42
114,원주,2021-12-18,-5.1,-11.3,-.8,0,2.1,.8,24,51.6,5.8,8.84
114,원주,2021-12-19,-.1,-4.4,2.8,.1,3.5,1.1,32,57,8,10.04
114,원주,2021-12-20,4.3,-1.5,9.3,0,2.2,.5,57,68.1,1.4,4.32
114,원주,2021-12-21,5.7,.8,10.8,,3.2,.8,35,69,5.8,6.56
114,원주,2021-12-22,1.3,-3.4,8,,1.6,.5,18,61.5,8.6,10.76
114,원주,2021-12-23,.8,-4.4,7.3,,2.2,.5,34,64.1,8.4,9.28
114,원주,2021-12-24,.7,-2.6,4.1,0,3.2,.9,55,69.9,.4,2.54
114,원주,2021-12-25,-8.3,-12.2,-2.6,,3.6,2,23,39.4,8.7,10.78
114,원주,2021-12-26,-10.8,-14.5,-6.4,,3,1.5,22,38.6,8.7,10.77
114,원주,2021-12-27,-7.8,-13.3,-4,0,1.9,.6,28,59.8,4.7,7.53
114,원주,2021-12-28,-3.8,-8.8,-.3,,1.3,.4,57,72.8,.2,3.85
114,원주,2021-12-29,-.2,-5.2,4.6,0,3.4,1,47,72.9,.9,3.96
114,원주,2021-12-30,-2.7,-5.1,.2,,4.5,2,29,45.4,6.7,9.07
114,원주,2021-12-31,-5.6,-8.8,-2.4,,4.1,1.6,19,31.6,8.7,10.94
114,원주,2022-01-01,-6.3,-12.6,.4,,1.6,.5,23,48.1,8.7,10.37
114,원주,2022-01-02,-2.1,-6.9,3.7,0,2.9,.9,33,56.3,5.2,7.17
114,원주,2022-01-03,-2.7,-9.2,1.7,0,3.4,.6,30,61.3,7.7,9.58
114,원주,2022-01-04,-1.3,-5.2,2.7,0,2.2,.7,20,52.9,8.6,11.01
114,원주,2022-01-05,-2.7,-9,3.1,,1,.4,37,56.5,4.4,6.83
114,원주,2022-01-06,-1.9,-6.7,4.3,,2.5,.6,22,53.6,8.7,11.03
114,원주,2022-01-07,-2.9,-8.5,4,,2.3,.6,26,53.3,8.7,10.53
114,원주,2022-01-08,-1.3,-8.2,3.8,0,1.9,.5,38,61.3,2.4,5.43
114,원주,2022-01-09,1.8,-2.4,5.5,0,2,.6,55,73.1,3.1,6.15
114,원주,2022-01-10,-.4,-5.2,4.1,.6,2,.6,47,73.9,3.6,6.59
114,원주,2022-01-11,-4.7,-8.5,.1,0,4,2,32,52.8,8.2,10.92
114,원주,2022-01-12,-7.1,-12.5,-2.6,,2.3,.9,31,49.4,8.8,11.3
114,원주,2022-01-13,-6,-9.3,-2.1,,4.2,1.7,26,45.6,8.8,11.54
114,원주,2022-01-14,-6.7,-12.8,-.6,,1.9,.6,26,49.8,8.8,11.76
114,원주,2022-01-15,-2.5,-8.5,2.4,.1,1.3,.5,30,54.8,2.5,6.24
114,원주,2022-01-16,-.4,-4.8,2.9,0,4.2,1.5,27,53.6,7.6,10.16
114,원주,2022-01-17,-4.8,-9.5,0,.1,4.1,1.4,26,52.8,6.2,10.29
114,원주,2022-01-18,-6.2,-11.4,-.9,,2.1,.6,26,54.3,8.9,12.57
114,원주,2022-01-19,-5.4,-9.7,-2.3,0,3.4,.8,47,71.1,1.8,4.6
114,원주,2022-01-20,-5.2,-10.5,1.1,0,2.1,.6,36,68.1,8.3,13.23
114,원주,2022-01-21,-3.9,-10.8,5.1,,1.9,.6,27,61.4,9,12.93
114,원주,2022-01-22,-.6,-6.4,6,,1.4,.4,38,59.9,1.4,6.16
114,원주,2022-01-23,2.5,-2.5,9.5,,1.4,.5,41,65.6,7.5,10.09
114,원주,2022-01-24,3.5,-1.1,8.1,,3.2,1.1,36,56.1,5.9,10.66
114,원주,2022-01-25,1.9,1.1,4,0,2.4,.8,51,81.5,0,1
114,원주,2022-01-26,2.1,-.9,5.9,0,3.2,1.1,35,64.4,7.3,10.22
114,원주,2022-01-27,-.2,-4.9,5,,2.4,.8,24,55.5,9.1,12.31
114,원주,2022-01-28,-1.9,-6.9,3.1,,3.3,1.1,24,51.6,9.1,12.93
114,원주,2022-01-29,-2.9,-7.6,1.9,,3.2,1,22,45.8,9.2,13.13
114,원주,2022-01-30,-3.7,-9.7,2.3,,3,.7,24,48.1,9.4,13.38
114,원주,2022-01-31,-2.4,-9.6,3.6,0,2.3,.7,23,52.3,9.3,12.62
114,원주,2022-02-01,-1.1,-3.6,.7,1.7,3.5,1.3,52,72,3.9,5.55
114,원주,2022-02-02,-1.9,-4.2,1,0,3.6,1.5,24,49.9,8,13.19
114,원주,2022-02-03,-2.7,-7.2,1.7,0,3.1,1.2,24,48.4,9.4,14.24
114,원주,2022-02-04,-4.5,-9.1,.4,,4.6,1.9,21,47.1,8.6,13.86
114,원주,2022-02-05,-5.8,-10.4,-1.2,,4.8,1.7,26,42.3,9.3,14.58
114,원주,2022-02-06,-3.8,-10.8,2.1,,3.9,1.3,25,46.5,9.4,14.52
114,원주,2022-02-07,-2.9,-8.9,1.4,,2,.8,28,46.8,6.7,10.36
114,원주,2022-02-08,-1.6,-6.6,4.9,,2.3,.6,23,48.3,6.7,12.22
114,원주,2022-02-09,-.5,-8,7.1,,1.7,.6,18,44.1,9.2,13.31
114,원주,2022-02-10,1.3,-4.2,7.7,,2.5,.7,20,43.1,9.4,14.05
114,원주,2022-02-11,1.4,-5.4,8.6,,2.3,.6,22,50.1,9,13.7
114,원주,2022-02-12,3.4,-2.3,10.4,,1.8,.5,13,44.5,9,13.84
114,원주,2022-02-13,3.7,-.5,9.9,,2,.5,26,50.8,3.3,9.46
114,원주,2022-02-14,2.4,-2.3,9.3,.5,4.9,1.3,31,64.5,2.8,8.22
114,원주,2022-02-15,-3.3,-6.1,.3,0,4,2.2,41,57.4,5.6,10.93
114,원주,2022-02-16,-6.3,-9.1,-2.8,,4.8,2.2,22,38.6,9.4,16.14
114,원주,2022-02-17,-6.1,-11,-1.1,,2.4,1.1,23,39.3,9.8,16.64
114,원주,2022-02-18,-2.3,-10.7,5.9,,2.6,.8,14,39.5,9.6,16.02
114,원주,2022-02-19,-.4,-4.3,3.7,0,4.9,1.7,28,44.6,3.2,8.93
114,원주,2022-02-20,-4.1,-7.4,-.2,,4.1,2.1,16,38.3,9.8,17.25
114,원주,2022-02-21,-2.6,-9.4,4.7,0,5.8,1.7,24,48.9,7.6,12.23
114,원주,2022-02-22,-3.2,-7.2,1.1,,4.3,2.1,24,37.4,9.2,15.1
114,원주,2022-02-23,-4.7,-9.9,.4,,3.9,1.6,14,35,9.9,17.91
114,원주,2022-02-24,-3.3,-11.2,3.7,,3.9,1.2,21,43.8,10,17.85
114,원주,2022-02-25,2,-6.8,8.7,,3.5,1.1,37,59.5,8.6,14.52
114,원주,2022-02-26,6.3,1.8,10.6,4.6,4.9,2.5,36,60.1,6,11.05
114,원주,2022-02-27,4.4,-1.5,9.7,,4.5,1.8,22,46.3,10.2,18.09
114,원주,2022-02-28,5.4,.5,10.8,,1.5,.6,29,56.6,5.8,12.33
114,원주,2022-03-01,4.7,1.9,8.3,1,2.9,1.1,57,77.9,1.3,6.28
114,원주,2022-03-02,3.5,-2.5,9.3,,4.7,1.4,21,53.8,10.2,19.17
114,원주,2022-03-03,6.3,1.4,12,,3.7,1.2,19,48.4,9.2,17.61
114,원주,2022-03-04,7.6,-1.9,15.4,,6.5,2.2,26,47.4,7.8,14.55
114,원주,2022-03-05,3.5,.5,8.6,0,5.9,3.2,15,33,10.1,18.95
114,원주,2022-03-06,1.8,-3.5,7.4,,3.4,1.4,12,32,10.5,20.23
114,원주,2022-03-07,2.7,-4,9.2,,2.7,.8,12,40.6,8,15.91
114,원주,2022-03-08,4.6,-2.2,11.6,,2.2,.7,33,52.6,8.6,16.14
114,원주,2022-03-09,6.3,-1,14.4,,2.5,.7,22,51.9,10.3,18.31
114,원주,2022-03-10,8.4,1.3,16,,3,.8,14,40,8.8,16.43
114,원주,2022-03-11,9.2,1.6,17.5,,2.4,.6,38,53.4,6.6,14.17
114,원주,2022-03-12,13,4,20.1,0,3.4,1.2,42,63.1,4.3,12.52
114,원주,2022-03-13,12.9,11.3,17.1,27.9,2,.7,52,91,0,.95
114,원주,2022-03-14,9.7,6.2,14.4,9.9,4.9,1.8,66,83.1,1.9,5.23
114,원주,2022-03-15,7.7,4.1,12.7,,2.8,1.2,47,69,7.7,17.54
114,원주,2022-03-16,10,2.4,17.6,,2.8,.7,29,59.3,8,17.54
114,원주,2022-03-17,10.2,7,14.6,0,3.7,1.5,43,59.8,.9,9.76
114,원주,2022-03-18,7.2,5.5,9.5,1.3,4,1.7,50,60.4,0,5.89
114,원주,2022-03-19,3.4,1.1,5.8,9.8,2.1,.8,58,86,0,3.79
114,원주,2022-03-20,4.7,2.5,9.4,0,4.1,1.3,42,69.8,4.3,11.67
114,원주,2022-03-21,4.8,-1.2,9.9,,2.8,.9,22,56.8,7.5,16.43
114,원주,2022-03-22,6.7,-.1,13.1,,2.5,.9,20,48.1,11,21.48
114,원주,2022-03-23,5.6,2.6,8.3,0,3,1.1,37,53.8,.7,7.39
114,원주,2022-03-24,7.5,4.7,11.3,,2.4,.7,53,63.1,1.4,6.6
114,원주,2022-03-25,11.2,3.7,18.1,9.7,3.8,1.1,32,66.5,3.6,12.81
114,원주,2022-03-26,12.2,10.1,14.5,9.8,4.5,1.8,71,81.1,0,2.57
114,원주,2022-03-27,8.3,3.6,13.5,,5,1.8,20,53.1,8.9,17.79
114,원주,2022-03-28,6.9,-.6,14.2,,2.9,1,13,40,11.2,24.26
114,원주,2022-03-29,8.9,-.2,16.6,,3.6,1,27,47.9,11.2,23.06
114,원주,2022-03-30,10.2,3.2,15.9,2.2,2.2,.6,40,73.1,4,10.8
114,원주,2022-03-31,10.3,6.3,13.9,0,3.2,1.4,49,71,1.6,10.22
114,원주,2022-04-01,8.3,1.8,14.2,,2.9,1.1,23,51.9,10,22.39
114,원주,2022-04-02,8.1,1.7,14.1,,3.7,1.3,16,42.8,11.4,24.53
114,원주,2022-04-03,9.3,1.2,16.9,,2.6,.9,20,44.3,11.5,23.93
114,원주,2022-04-04,10.1,2.7,17.3,,3,1,18,41.8,11.5,24.01
114,원주,2022-04-05,10.5,2.2,17.1,,3.2,1.1,18,39.3,9.9,22.08
114,원주,2022-04-06,12.6,5.8,19.1,,3.6,1.2,18,37.5,11.1,22.68
114,원주,2022-04-07,12.1,8.2,17.6,0,3.9,1.5,23,34.3,9.3,22.08
114,원주,2022-04-08,12.3,3.1,20.5,,3.4,1,19,38.4,11.7,24.75
114,원주,2022-04-09,16.4,8.5,25.1,0,3.5,1.1,27,45.3,9.8,20.42
114,원주,2022-04-10,18,9.4,25.8,,2.8,1,15,42.1,11.5,23.95
114,원주,2022-04-11,18.9,11.1,26.4,,3.4,.9,27,49.5,10.7,24
114,원주,2022-04-12,20.4,14.7,26.1,0,4.4,1.4,33,56,10.1,21.46
114,원주,2022-04-13,10.8,8.2,18,18.8,3.6,1.7,57,79.9,0,2.26
114,원주,2022-04-14,9.6,7.7,12.1,2.1,3.4,1.6,52,68.8,0,5.53
114,원주,2022-04-15,11.4,4.8,18,0,4.8,1.2,19,54.8,8.8,21.95
114,원주,2022-04-16,11.9,4.2,19.2,,3.7,1.4,17,44.5,12.2,26.15
114,원주,2022-04-17,13.2,4.2,20.7,,3.3,1.3,14,36,11.7,25.98
114,원주,2022-04-18,14.9,10.4,21.1,,4.5,1.2,20,36.6,6.8,18.02
114,원주,2022-04-19,14.4,6.2,22.4,,3.9,1.2,19,38.9,12.2,24.82
114,원주,2022-04-20,15.2,6.7,22.4,,4.5,1.3,14,39.1,12.2,26.23
114,원주,2022-04-21,15,7.4,21.4,,3.6,1.2,20,46.3,7.9,18.58
114,원주,2022-04-22,16.6,13,19.8,,4,1.6,49,61,.5,6.09
114,원주,2022-04-23,16.7,10.6,23.8,,1.8,.8,25,56.5,8.7,20.14
114,원주,2022-04-24,18.1,12.2,25,,3.4,1.2,30,53.3,7.5,20.36
114,원주,2022-04-25,19.7,15.8,25,1.5,2.9,1,47,66.4,4.2,15.18
114,원주,2022-04-26,18.9,14.7,24.8,16.1,2.9,1.3,49,72.3,3.2,16.36
114,원주,2022-04-27,17,10.6,22.8,,3.9,1.4,14,40.8,12.1,26.69
114,원주,2022-04-28,17.3,10,25.3,0,3.3,1.4,25,49.1,9.7,23.3
114,원주,2022-04-29,11.6,8.7,16,13.2,3.4,1.7,41,65.4,2,12.59
114,원주,2022-04-30,12.5,9,17.2,,4.3,1.4,42,60,2.6,14.29
114,원주,2022-05-01,12.9,7.1,18.3,,4.2,1.6,17,48.5,11,26.49
114,원주,2022-05-02,13.2,8.6,18.5,0,3.6,1.4,19,50.3,10.7,23.85
114,원주,2022-05-03,13.8,5.5,20.4,,3.7,1.2,22,48.4,12.6,26.99
114,원주,2022-05-04,16.5,7.4,24.9,,3.6,1,24,48,12.4,26.66
114,원주,2022-05-05,17.8,10,25,,3,.8,19,48.6,12.8,28
114,원주,2022-05-06,18.6,10.8,24.8,,3.3,1.1,36,54.9,10.6,24.1
114,원주,2022-05-07,17.8,14.7,22.9,0,4.4,1.4,17,54.8,5.8,16.94
114,원주,2022-05-08,14.1,10.2,16.7,4,3.9,1.3,31,47,0,7.02
114,원주,2022-05-09,16.9,10.1,24.8,.2,2.8,1.1,12,47.5,12,28.73
