연번,사망,부상,인명피해(명)소계,재산피해소계,화재발생년월일,시도,시군구,읍면동,화재유형,발화열원,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,장소대분류,장소중분류,장소소분류
132,0,0,0,0,2015-01-02 00:52,서울특별시,서대문구,북가좌동,"건축,구조물",작동기기,기타(작동기기),부주의,음식물 조리중,기타,기타,주거,공동주택,아파트
133,0,0,0,4061,2015-01-02 01:13,경기도,부천시원미구,중동,기타(쓰레기 화재등),작동기기,"기기 전도,복사열",부주의,가연물 근접방치,"종이,목재,건초등",종이,기타,야외,기타야외
134,1,1,2,6900,2015-01-02 01:35,서울특별시,영등포구,대림동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,쓰레기류,분진,주거,공동주택,아파트
135,0,0,0,505,2015-01-02 02:00,경상남도,거창군,거창읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,생활서비스,위락시설,단란주점
136,0,0,0,9887,2015-01-02 02:12,경기도,포천시,창수면,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",산업시설,창고시설,"창고, 물품저장소"
137,0,0,0,53,2015-01-02 02:13,경상남도,창원시 마산회원구,합성동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락",쓰레기류,쓰레기,주거,공동주택,다세대주택
138,0,0,0,1085,2015-01-02 02:24,경기도,광명시,광명동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,"판매,업무시설",일반업무,기타 일반업무시설
139,0,0,0,5398,2015-01-02 02:41,경상북도,안동시,임동면,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,단독주택,단독주택
140,0,0,0,2860,2015-01-02 02:50,강원도,강릉시,입암동,기타(쓰레기 화재등),미상(발화원인),미상,미상,미상,미상,미상,기타,야외,야적장
141,0,0,0,432,2015-01-02 03:09,서울특별시,마포구,성산동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,미상,미상,"판매,업무시설",일반업무,오피스텔
142,0,0,0,6083,2015-01-02 04:19,전라북도,군산시,나운동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","자동차,철도차량,선박,항공기",전기배선,"자동차,철도차량",자동차,승용자동차
143,0,0,0,3831,2015-01-02 04:23,충청남도,논산시,연무읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,산업시설,동식물시설,돈사
144,0,0,0,4927,2015-01-02 04:42,경기도,김포시,양촌읍,"건축,구조물","마찰, 전도, 복사","기타(마찰,전도,복사)",기타,기타,합성수지,스티로폼,주거,단독주택,단독주택
145,0,0,0,3850,2015-01-02 05:09,경상남도,거창군,거창읍,"자동차,철도차량",미상(발화원인),미상,미상,미상,"자동차,철도차량,선박,항공기","기타(자동차,철도차량,선박,항공기)","자동차,철도차량",자동차,승용자동차
146,0,0,0,4504,2015-01-02 05:49,경기도,안양시만안구,안양동,"건축,구조물",미상(발화원인),미상,미상,미상,합성수지,기타(합성수지),생활서비스,일상서비스,기타 일상서비스
147,0,0,0,550,2015-01-02 06:05,충청북도,충주시,달천동,"자동차,철도차량",작동기기,"기기 전도,복사열",부주의,기타(부주의),"전기,전자",전선피복,"자동차,철도차량",자동차,승용자동차
148,0,0,0,26040,2015-01-02 06:34,경기도,성남시중원구,상대원동,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",산업시설,공장시설,금속기계 및 기구공업
149,0,0,0,0,2015-01-02 06:54,전라남도,보성군,벌교읍,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,기타,야외,쓰레기
150,0,0,0,4004,2015-01-02 07:03,전라남도,여수시,국동,"건축,구조물",작동기기,기타(작동기기),기계적 요인,"과열, 과부하","전기,전자","기타(전기,전자)",산업시설,작업장,공업사
151,0,0,0,13860,2015-01-02 07:17,충청북도,옥천군,군북면,"자동차,철도차량",기타(발화원인),기타,교통사고,교통사고,위험물등,가솔린,"자동차,철도차량",자동차,승용자동차
152,0,0,0,2822,2015-01-02 07:22,강원도,철원군,서면,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",합성수지,스티로폼,주거,단독주택,단독주택
153,0,0,0,199,2015-01-02 07:34,강원도,속초시,동명동,기타(쓰레기 화재등),작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",기타,야외,기타야외
154,0,0,0,126,2015-01-02 08:09,제주특별자치도,제주시,화북일동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
155,0,0,0,5666,2015-01-02 08:09,전라남도,담양군,담양읍,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,기타(부주의),"종이,목재,건초등","목재, 합판",생활서비스,음식점,한식
156,0,0,0,529,2015-01-02 08:29,부산광역시,사하구,하단동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판","판매,업무시설",일반업무,일반빌딩
157,0,0,0,14520,2015-01-02 08:34,경기도,남양주시,와부읍,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",교통사고,교통사고,위험물등,가솔린,"자동차,철도차량",자동차,승용자동차
158,0,0,0,1453,2015-01-02 08:35,경상남도,창원시 마산합포구,진북면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자","전기, 전자기기 케이스",산업시설,동식물시설,돈사
159,0,0,0,22,2015-01-02 08:38,경기도,안양시만안구,안양동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,기타,기타,"판매,업무시설",판매시설,상가빌딩
160,0,0,0,272,2015-01-02 08:41,경기도,시흥시,무지내동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,산업시설,창고시설,기타 창고
161,0,0,0,6157,2015-01-02 09:15,경기도,파주시,광탄면,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",주거,기타주택,기타 주택
162,0,0,0,15,2015-01-02 09:16,서울특별시,마포구,노고산동,"건축,구조물",작동기기,기타(작동기기),전기적 요인,기타(전기적요인),합성수지,"플라스틱, PVC, 비닐, 장판",생활서비스,음식점,횟집
163,0,0,0,56,2015-01-02 09:24,경기도,김포시,대곶면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,기타(부주의),기타,기타,산업시설,작업장,기타 작업장
164,0,0,0,524,2015-01-02 09:26,부산광역시,사상구,엄궁동,"건축,구조물","불꽃, 불티",비화,부주의,가연물 근접방치,"종이,목재,건초등","목재, 합판",산업시설,공장시설,금속기계 및 기구공업
165,0,0,0,3115,2015-01-02 09:37,경기도,평택시,포승읍,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,기타,야외,기타야외
166,0,0,0,1616,2015-01-02 09:45,경상남도,진주시,대곡면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",주거,기타주택,컨테이너(주거용)
167,0,0,0,0,2015-01-02 09:54,충청남도,서천군,장항읍,기타(쓰레기 화재등),"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,"플라스틱, PVC, 비닐, 장판",기타,야외,야적장
168,0,0,0,35,2015-01-02 10:04,전라남도,신안군,팔금면,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,음식물 조리중,"종이,목재,건초등",나무,주거,단독주택,단독주택
169,0,0,0,2,2015-01-02 10:19,강원도,춘천시,석사동,"건축,구조물",미상(발화원인),미상,방화의심,방화의심,쓰레기류,쓰레기,주거,단독주택,다가구주택
170,0,0,0,55,2015-01-02 10:46,부산광역시,사상구,덕포동,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,스티로폼,교육시설,학교,초등학교
171,0,0,0,5055,2015-01-02 11:05,전라남도,목포시,옥암동,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하","전기,전자","전기, 전자기기 절연유",운수자동차시설,자동차시설,"자동차검사장, 매매장, 부속상, 정비공장"
172,0,0,0,400,2015-01-02 11:14,서울특별시,영등포구,양평동3가,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자","전기, 전자기기 케이스",산업시설,공장시설,그 밖의 공업
173,0,0,0,0,2015-01-02 11:18,경상북도,영천시,화산면,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",기타,야외,모닥불
174,0,0,0,10389,2015-01-02 11:27,경상북도,경산시,하양읍,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,"불씨,불꽃,화원방치","간판,차양막등","기타(간판,차양막등)",산업시설,동식물시설,기타 동식물시설
175,0,0,0,0,2015-01-02 11:34,경상남도,김해시,진영읍,기타(쓰레기 화재등),"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,"플라스틱, PVC, 비닐, 장판",기타,야외,야적장
176,0,0,0,561,2015-01-02 11:35,경상북도,상주시,헌신동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,기타,야외,기타야외
177,0,0,0,440,2015-01-02 11:35,울산광역시,북구,화봉동,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"오일,연료누설",위험물등,기계유,"자동차,철도차량",자동차,승용자동차
178,0,0,0,295,2015-01-02 11:37,서울특별시,양천구,목동,"자동차,철도차량",미상(발화원인),미상,방화의심,방화의심,"종이,목재,건초등",종이,"자동차,철도차량",자동차,오토바이
179,0,0,0,90,2015-01-02 11:56,경기도,이천시,마장면,임야,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림
180,0,0,0,8387,2015-01-02 12:00,경기도,양평군,양동면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,가연물 근접방치,"종이,목재,건초등",나무,주거,단독주택,단독주택
181,0,0,0,206,2015-01-02 12:00,경상북도,예천군,보문면,"자동차,철도차량","마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",부품,"자동차,철도차량",자동차,화물자동차
182,0,0,0,0,2015-01-02 12:11,경기도,여주시,하동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,기타,야외,기타야외
183,0,0,0,0,2015-01-02 12:13,경상남도,김해시,진례면,기타(쓰레기 화재등),"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",쓰레기류,분진,기타,야외,야적장
184,0,0,0,352,2015-01-02 12:21,경기도,파주시,맥금동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,쓰레기
185,0,0,0,6063,2015-01-02 12:21,경기도,김포시,풍무동,"건축,구조물","불꽃, 불티",비화,부주의,"불씨,불꽃,화원방치",기타,기타,주거,공동주택,아파트
186,0,0,0,0,2015-01-02 12:25,강원도,양양군,손양면,임야,"폭발물, 폭죽",폭죽,부주의,폭죽놀이,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림
187,0,0,0,1215,2015-01-02 12:27,제주특별자치도,서귀포시,남원읍,임야,미상(발화원인),미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",임야,들불,기타 들불
188,0,0,0,3000,2015-01-02 12:29,부산광역시,기장군,일광면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,기타,기타,운수자동차시설,자동차시설,기타 자동차시설
189,0,0,0,99,2015-01-02 12:34,충청남도,홍성군,금마면,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",전기적 요인,과부하/과전류,"자동차,철도차량,선박,항공기",전기배선,"자동차,철도차량",자동차,화물자동차
190,0,0,0,5029,2015-01-02 12:36,경기도,양주시,남면,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",합성수지,기타(합성수지),주거,단독주택,단독주택
191,0,0,0,0,2015-01-02 12:44,경상남도,함안군,대산면,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",기타,야외,기타야외
192,0,0,0,9900,2015-01-02 12:55,대구광역시,북구,서변동,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",타이어,"자동차,철도차량",자동차,화물자동차
193,0,0,0,59,2015-01-02 12:55,경상남도,밀양시,산내면,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,부주의,가연물 근접방치,"종이,목재,건초등","기타(종이,목재,건초등)",기타,야외,모닥불
194,0,0,0,251,2015-01-02 13:14,서울특별시,강북구,미아동,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),쓰레기류,분진,"의료,복지시설",의료시설,한의원
195,0,0,0,47999,2015-01-02 13:14,충청남도,공주시,사곡면,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,기타,기타,주거,단독주택,단독주택
196,0,0,0,363,2015-01-02 13:20,부산광역시,사상구,삼락동,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,가연물 근접방치,쓰레기류,쓰레기,기타,야외,야적장
197,0,0,0,81,2015-01-02 13:23,전라남도,나주시,빛가람동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",기타,야외,기타야외
