연번,사망,부상,인명피해(명)소계,재산피해소계,화재발생년월일,시도,시군구,읍면동,화재유형,발화열원,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,장소대분류,장소중분류,장소소분류
29056,0,0,0,300,2015-08-07 15:04,경상남도,김해시,한림면,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,산업시설,공장시설,금속기계 및 기구공업
29057,0,0,0,33,2015-08-07 15:09,대전광역시,서구,관저동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,교육시설,"연구,학원",일반학원
29058,0,0,0,4950,2015-08-07 15:14,세종특별자치시,세종,소정면,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,"자동차,철도차량",자동차,화물자동차
29059,0,0,0,3973,2015-08-07 15:27,전라북도,고창군,고창읍,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","목재, 합판",산업시설,창고시설,"창고, 물품저장소"
29060,0,0,0,6909,2015-08-07 15:29,경기도,김포시,양촌읍,기타(쓰레기 화재등),기타(발화원인),기타,기타,기타,기타,기타,기타,도로,변압기
29061,0,0,0,451,2015-08-07 15:35,전라남도,신안군,비금면,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,임야,산불,사유림
29062,0,0,0,46,2015-08-07 15:35,부산광역시,해운대구,재송동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,"판매,업무시설",판매시설,상가빌딩
29063,0,0,0,33,2015-08-07 15:43,서울특별시,서초구,서초동,"건축,구조물","담뱃불, 라이터불",촛불,부주의,기타(부주의),"종이,목재,건초등",종이,주거,단독주택,다가구주택
29064,0,0,0,38557,2015-08-07 15:47,경상남도,진주시,사봉면,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",교통사고,교통사고,"자동차,철도차량,선박,항공기",오일류,"자동차,철도차량",자동차,화물자동차
29065,0,0,0,879,2015-08-07 15:54,경기도,남양주시,진접읍,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,분진,기타,야외,야적장
29066,0,0,0,0,2015-08-07 15:57,대구광역시,북구,대현동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,단독주택,단독주택
29067,0,0,0,125,2015-08-07 16:13,경기도,하남시,항동,기타(쓰레기 화재등),"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","침구,직물류","이불(베개,시트)",기타,야외,공터
29068,0,0,0,2640,2015-08-07 16:13,전라남도,나주시,산포면,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"오일,연료누설",위험물등,경유,"자동차,철도차량",건설기계,기타 건설기계
29069,0,0,0,87349,2015-08-07 16:16,경기도,파주시,적성면,"건축,구조물",작동기기,기타(작동기기),기계적 요인,자동제어 실패,"종이,목재,건초등","목재, 합판",산업시설,공장시설,제재 및 목공업
29070,0,0,0,121,2015-08-07 16:18,경상남도,밀양시,상남면,"건축,구조물",자연적 발화열,낙뢰,자연적인 요인,자연적 재해,합성수지,기타(합성수지),기타서비스,기타건축물,기타 건축물
29071,0,0,0,3114,2015-08-07 16:22,충청남도,서산시,고북면,"건축,구조물",자연적 발화열,낙뢰,자연적인 요인,자연적 재해,"전기,전자","전기, 전자기기 케이스",산업시설,창고시설,기타 창고
29072,0,0,0,337,2015-08-07 16:28,경기도,하남시,천현동,"건축,구조물",자연적 발화열,낙뢰,자연적인 요인,기타(자연적인요인),"전기,전자",전선피복,산업시설,공장시설,금속기계 및 기구공업
29073,0,0,0,160,2015-08-07 16:35,경상남도,밀양시,하남읍,"건축,구조물",자연적 발화열,낙뢰,자연적인 요인,자연적 재해,합성수지,기타(합성수지),기타서비스,기타건축물,기타 건축물
29074,0,0,0,101,2015-08-07 16:35,경기도,하남시,창우동,기타(쓰레기 화재등),자연적 발화열,낙뢰,자연적인 요인,기타(자연적인요인),"전기,전자","전기, 전자기기 케이스",기타,야외,기타야외
29075,0,0,0,8030,2015-08-07 16:37,대구광역시,동구,방촌동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",기타,도로,변압기
29076,0,0,0,419,2015-08-07 16:43,서울특별시,강남구,청담동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","목재, 합판",주거,공동주택,아파트
29077,0,0,0,1022,2015-08-07 16:47,경상북도,구미시,황상동,"건축,구조물",작동기기,기타(작동기기),미상,미상,"전기,전자",전선피복,"판매,업무시설",숙박시설,모텔
29078,0,0,0,1760,2015-08-07 16:56,경상남도,남해군,창선면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"불씨,불꽃,화원방치",쓰레기류,쓰레기,기타,야외,쓰레기
29079,0,0,0,742,2015-08-07 17:05,경기도,구리시,교문동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
29080,0,0,0,0,2015-08-07 17:11,제주특별자치도,제주시,우도면,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",기타,야외,쓰레기
29081,0,0,0,13,2015-08-07 17:13,전라남도,담양군,대전면,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,"누전,지락",합성수지,기타(합성수지),기타,야외,기타야외
29082,0,0,0,220,2015-08-07 17:30,경상남도,창녕군,고암면,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",임야,들불,논밭두렁
29083,0,0,0,46,2015-08-07 17:35,경기도,양주시,은현면,기타(쓰레기 화재등),자연적 발화열,낙뢰,자연적인 요인,기타(자연적인요인),"전기,전자",전선피복,기타,야외,기타야외
29084,0,0,0,70,2015-08-07 17:37,충청북도,청주시상당구,수동,기타(쓰레기 화재등),"담뱃불, 라이터불","기타(담뱃불,라이터불)",부주의,담배꽁초,기타,기타,기타,야외,쓰레기
29085,0,0,0,51,2015-08-07 17:37,서울특별시,강북구,번동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,"판매,업무시설",일반업무,일반빌딩
29086,0,0,0,143,2015-08-07 17:38,인천광역시,계양구,작전동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,"판매,업무시설",일반업무,기타 일반업무시설
29087,0,0,0,66,2015-08-07 17:44,경기도,고양시덕양구,성사동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",생활서비스,일상서비스,기타 일상서비스
29088,0,0,0,335,2015-08-07 17:55,광주광역시,동구,지산동,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,노후,"전기,전자","전기, 전자기기 케이스",생활서비스,일상서비스,일반상점
29089,0,0,0,115,2015-08-07 18:01,경기도,김포시,풍무동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,주거,공동주택,아파트
29090,0,0,0,810,2015-08-07 18:04,경기도,부천시원미구,도당동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,기타야외
29091,0,0,0,11,2015-08-07 18:28,서울특별시,용산구,서계동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,단독주택,단독주택
29092,0,0,0,220,2015-08-07 19:03,전라북도,김제시,백산면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","목재, 합판",기타,야외,쓰레기
29093,0,0,0,2691,2015-08-07 19:06,경기도,이천시,장호원읍,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,"과열, 과부하","전기,전자","전기, 전자기기 기판",산업시설,동식물시설,농예용 온실
29094,0,0,0,15,2015-08-07 19:11,경기도,김포시,통진읍,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,"판매,업무시설",판매시설,기타 판매시설
29095,0,0,0,10054,2015-08-07 19:20,강원도,태백시,적각동,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","침구,직물류","이불(베개,시트)",주거,단독주택,단독주택
29096,0,0,0,0,2015-08-07 19:25,경상남도,양산시,어곡동,기타(쓰레기 화재등),"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",쓰레기류,쓰레기,기타,야외,야적장
29097,0,0,0,254,2015-08-07 19:31,경기도,포천시,신북면,"건축,구조물",자연적 발화열,낙뢰,자연적인 요인,기타(자연적인요인),"전기,전자","기타(전기,전자)",생활서비스,음식점,한식
29098,0,0,0,407,2015-08-07 19:33,경기도,김포시,대곶면,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,기타,야외,기타야외
29099,0,0,0,38,2015-08-07 19:34,서울특별시,광진구,구의동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,음식물 조리중,식품,음식물,주거,단독주택,다가구주택
29100,0,0,0,5,2015-08-07 19:36,경상남도,김해시,상동면,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,노후,"전기,전자",전선피복,산업시설,공장시설,금속기계 및 기구공업
29101,0,0,0,994,2015-08-07 19:36,광주광역시,북구,임동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,튀김유,주거,단독주택,단독주택
29102,0,0,0,35,2015-08-07 19:37,경기도,의왕시,삼동,"건축,구조물",기타(발화원인),기타,부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
29103,0,0,0,110,2015-08-07 19:56,경상남도,창원시 마산회원구,회원동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,기타,야외,기타야외
29104,0,0,0,1914,2015-08-07 20:09,전라북도,정읍시,고부면,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,"과열, 과부하","전기,전자",전자기기 부속품,산업시설,동식물시설,계사
29105,0,0,0,7760,2015-08-07 20:15,경기도,여주시,월송동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,기타,기타,집합시설,운동시설,기타 운동시설
29106,0,0,0,636,2015-08-07 20:18,서울특별시,강북구,미아동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,주거,공동주택,아파트
29107,0,0,0,495,2015-08-07 20:48,경상남도,통영시,도산면,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,"과열, 과부하","침구,직물류",부직포,주거,단독주택,단독주택
29108,0,0,0,1065,2015-08-07 20:49,경기도,이천시,설성면,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,기타(전기적요인),"전기,전자",전선피복,산업시설,공장시설,그 밖의 공업
29109,0,0,0,369,2015-08-07 21:13,경기도,안산시단원구,성곡동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,기타,야외,기타야외
29110,0,0,0,0,2015-08-07 21:15,전라남도,해남군,해남읍,기타(쓰레기 화재등),화학적 발화열,화학반응열,부주의,기타(부주의),기타,기타,기타,야외,기타야외
29111,0,0,0,271,2015-08-07 21:19,서울특별시,강북구,수유동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,생활서비스,음식점,호프집
29112,0,0,0,25,2015-08-07 21:25,전라남도,나주시,노안면,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자","전기, 전자기기 케이스",기타,야외,기타야외
29113,0,0,0,605,2015-08-07 21:34,경상남도,거제시,아주동,"선박,항공기",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하","전기,전자",전자기기 부속품,"선박,항공기",선박,함정(군함등)
29114,0,0,0,9509,2015-08-07 21:35,전라북도,장수군,산서면,"건축,구조물",자연적 발화열,낙뢰,자연적인 요인,기타(자연적인요인),미상,미상,기타서비스,기타건축물,기타 건축물
29115,0,0,0,2100,2015-08-07 21:43,인천광역시,남동구,논현동,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,음식물 조리중,식품,기타(식품),생활서비스,음식점,기타 음식점
29116,0,0,0,660,2015-08-07 21:44,경기도,안산시단원구,고잔동,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",부주의,불장난,"종이,목재,건초등",종이,"판매,업무시설",일반업무,오피스텔
29117,0,0,0,96,2015-08-07 21:48,경기도,성남시분당구,삼평동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,튀김유,"판매,업무시설",일반업무,오피스텔
29118,0,0,0,11,2015-08-07 21:58,서울특별시,강남구,개포동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,생활서비스,음식점,중식
29119,0,0,0,297,2015-08-07 22:06,경기도,의정부시,민락동,"자동차,철도차량",기타(발화원인),기타,기계적 요인,"과열, 과부하","종이,목재,건초등",종이,"자동차,철도차량",자동차,화물자동차
29120,0,0,0,880,2015-08-07 22:16,경기도,고양시덕양구,주교동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판","자동차,철도차량",자동차,승용자동차
29121,0,0,0,121,2015-08-07 22:29,울산광역시,울주군,언양읍,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",타이어,"자동차,철도차량",자동차,화물자동차
29122,0,0,0,92090,2015-08-07 22:31,서울특별시,강서구,내발산동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,집합시설,전시장,기타 전시장
29123,0,0,0,0,2015-08-07 22:51,대구광역시,달서구,상인동,기타(쓰레기 화재등),"마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,기타,야외,기타야외
29124,0,0,0,596,2015-08-07 22:54,경기도,안양시동안구,관양동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 케이스","판매,업무시설",판매시설,상가빌딩
29125,0,0,0,4629,2015-08-07 22:54,경상북도,성주군,선남면,기타(쓰레기 화재등),작동기기,기타(작동기기),기계적 요인,"과열, 과부하",식품,기타(식품),기타,야외,기타야외
29126,0,0,0,99,2015-08-07 23:43,서울특별시,강남구,개포동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,집합시설,종교시설,교회
29127,0,0,0,352,2015-08-07 23:54,경기도,포천시,일동면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
29128,0,0,0,3363,2015-08-08 00:10,경기도,남양주시,수동면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,주거,단독주택,단독주택
29129,0,0,0,638,2015-08-08 00:17,경기도,의정부시,신곡동,"자동차,철도차량",미상(발화원인),미상,미상,미상,"자동차,철도차량,선박,항공기",전기배선,"자동차,철도차량",자동차,승용자동차
29130,0,0,0,3016,2015-08-08 00:19,경기도,고양시덕양구,화정동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,"판매,업무시설",판매시설,상가빌딩
29131,0,0,0,201,2015-08-08 00:30,경기도,부천시소사구,소사본동,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,기타,기타,생활서비스,음식점,기타 음식점
29132,0,0,0,10823,2015-08-08 00:32,경기도,광주시,오포읍,"자동차,철도차량","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,"자동차,철도차량",자동차,승용자동차
29133,0,0,0,923,2015-08-08 00:37,대구광역시,동구,신암동,기타(쓰레기 화재등),미상(발화원인),미상,미상,미상,"전기,전자",전자기기 부속품,기타,야외,기타야외
29134,0,0,0,122,2015-08-08 00:39,경상남도,김해시,대청동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,기타,야외,기타야외
29135,0,0,0,2150,2015-08-08 00:40,인천광역시,남동구,간석동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,"판매,업무시설",일반업무,기타 일반업무시설
29136,0,0,0,2786,2015-08-08 00:41,전라북도,전주시완산구,효자동3가,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,생활서비스,음식점,일반주점
29137,0,0,0,87120,2015-08-08 01:05,인천광역시,강화군,하점면,"선박,항공기",미상(발화원인),미상,미상,미상,미상,미상,"선박,항공기",선박,어선
29138,0,0,0,464860,2015-08-08 01:17,경기도,파주시,파주읍,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,산업시설,공장시설,제재 및 목공업
29139,0,0,0,20,2015-08-08 01:21,서울특별시,서대문구,북아현동,"건축,구조물",기타(발화원인),기타,부주의,음식물 조리중,식품,음식물,주거,단독주택,다가구주택
29140,0,0,0,0,2015-08-08 01:26,대구광역시,달서구,월성동,기타(쓰레기 화재등),"마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,기타,야외,기타야외
29141,0,0,0,990,2015-08-08 01:29,충청남도,태안군,남면,"자동차,철도차량","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,위험물등,가솔린,"자동차,철도차량",자동차,화물자동차
29142,0,0,0,108,2015-08-08 02:15,경상남도,사천시,동금동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,가구,"테이블, 의자","판매,업무시설",숙박시설,모텔
29143,0,0,0,499231,2015-08-08 02:21,경기도,양주시,덕계동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","기타(전기,전자)",주거,공동주택,아파트
29144,0,0,0,158,2015-08-08 02:45,서울특별시,관악구,봉천동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,주거,단독주택,단독주택
29145,0,0,0,810,2015-08-08 03:10,전라남도,영광군,홍농읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전자기기 부속품,산업시설,발전시설,"발전소(수력, 화력)"
29146,0,0,0,2219,2015-08-08 03:22,부산광역시,남구,문현동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,공동주택,아파트
29147,0,0,0,160,2015-08-08 03:38,충청북도,제천시,하소동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,주거,공동주택,아파트
29148,1,0,1,15404,2015-08-08 04:16,대전광역시,대덕구,신탄진동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,공동주택,아파트
29149,0,0,0,13858,2015-08-08 04:59,경상북도,울진군,평해읍,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,단독주택,단독주택
29150,0,0,0,38268,2015-08-08 05:12,경기도,고양시일산동구,식사동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,주거,단독주택,기타 단독주택
29151,0,0,0,3300,2015-08-08 05:39,경기도,화성시,장안면,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",타이어,"자동차,철도차량",자동차,화물자동차
29152,0,0,0,9493,2015-08-08 05:49,경기도,구리시,토평동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,기타서비스,기타건축물,기타 건축물
29153,0,0,0,97,2015-08-08 06:01,경기도,양평군,청운면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자","콘센트, 스위치류",산업시설,창고시설,기타 창고
29154,0,0,0,0,2015-08-08 06:04,경상북도,포항시남구,오천읍,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등",나무,기타,야외,볏짚
29155,0,0,0,0,2015-08-08 06:34,전라남도,영암군,덕진면,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),기타,기타,산업시설,동식물시설,우사
29156,0,0,0,7,2015-08-08 06:41,울산광역시,남구,신정동,기타(쓰레기 화재등),작동기기,"불꽃, 스파크, 정전기",부주의,음식물 조리중,기타,기타,기타,야외,기타야외
29157,0,0,0,726,2015-08-08 06:49,경기도,김포시,대곶면,"건축,구조물","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,기타(기계적요인),"종이,목재,건초등","목재, 합판",산업시설,공장시설,제재 및 목공업
29158,0,0,0,2200,2015-08-08 07:24,부산광역시,강서구,범방동,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",교통사고,교통사고,"자동차,철도차량,선박,항공기",오일류,"자동차,철도차량",자동차,특수자동차
29159,0,0,0,7029,2015-08-08 07:26,대구광역시,동구,능성동,"자동차,철도차량",미상(발화원인),미상,미상,미상,미상,미상,"자동차,철도차량",자동차,화물자동차
29160,0,0,0,0,2015-08-08 07:29,부산광역시,사하구,신평동,기타(쓰레기 화재등),기타(발화원인),기타,부주의,기타(부주의),기타,기타,기타,야외,야적장
29161,0,0,0,7988,2015-08-08 07:56,대구광역시,남구,대명동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,생활서비스,음식점,기타 음식점
29162,0,0,0,4750,2015-08-08 07:59,충청남도,보령시,주산면,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,단독주택,단독주택
29163,0,0,0,8558,2015-08-08 08:15,경상남도,창원시 성산구,남양동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,생활서비스,음식점,호프집
29164,0,1,1,1858,2015-08-08 08:21,대구광역시,달서구,감삼동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,"판매,업무시설",판매시설,상가빌딩
29165,0,0,0,3037,2015-08-08 08:35,경상북도,상주시,외서면,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,"종이,목재,건초등",톱밥,산업시설,동식물시설,우사
29166,0,0,0,27,2015-08-08 08:39,경기도,의왕시,포일동,"건축,구조물",기타(발화원인),기타,부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
29167,0,0,0,168,2015-08-08 08:55,경기도,평택시,오성면,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),기타,기타,기타서비스,기타건축물,기타 건축물
29168,0,0,0,880,2015-08-08 08:57,경상남도,진주시,상대동,"자동차,철도차량",작동기기,역화,기계적 요인,역화,"자동차,철도차량,선박,항공기",배관,"자동차,철도차량",자동차,승용자동차
29169,0,0,0,990,2015-08-08 09:04,경상북도,청도군,청도읍,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판","자동차,철도차량",자동차,화물자동차
29170,0,0,0,1925,2015-08-08 09:07,경기도,하남시,신장동,"자동차,철도차량","불꽃, 불티","기타(불꽃,불티)",교통사고,교통사고,"자동차,철도차량,선박,항공기",오일류,"자동차,철도차량",자동차,승용자동차
29171,0,0,0,686,2015-08-08 09:16,부산광역시,사상구,학장동,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,자동제어 실패,합성수지,"플라스틱, PVC, 비닐, 장판",산업시설,공장시설,화학공업
29172,0,0,0,11,2015-08-08 09:31,경상남도,통영시,용남면,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,빨래삶기,"침구,직물류",의류,주거,공동주택,아파트
29173,0,0,0,15805,2015-08-08 09:36,경상북도,안동시,녹전면,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,단독주택,단독주택
29174,0,0,0,8151,2015-08-08 10:11,강원도,강릉시,청량동,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",주거,단독주택,단독주택
29175,0,0,0,97,2015-08-08 10:12,경기도,안성시,양성면,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전자기기 부속품,기타,도로,전봇대
29176,0,0,0,6966,2015-08-08 10:24,경기도,광주시,오포읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,산업시설,창고시설,"창고, 물품저장소"
29177,0,0,0,1078,2015-08-08 10:38,강원도,원주시,호저면,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",산업시설,창고시설,"창고, 물품저장소"
29178,0,0,0,6805,2015-08-08 10:42,경상북도,김천시,대항면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,기타서비스,기타건축물,기타 건축물
29179,0,0,0,8494,2015-08-08 10:49,충청남도,천안시동남구,대흥동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,"판매,업무시설",일반업무,일반빌딩
29180,0,1,1,13744,2015-08-08 11:07,경기도,부천시오정구,삼정동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",화학적 요인,화학적 발화(유증기 확산),가연성가스,기타(가연성가스),산업시설,공장시설,"전기, 전자공업"
29181,0,0,0,0,2015-08-08 11:33,경상남도,창녕군,도천면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","기타(종이,목재,건초등)",기타,야외,쓰레기
29182,0,0,0,258,2015-08-08 11:49,서울특별시,동작구,대방동,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,스티로폼,주거,공동주택,다세대주택
29183,0,0,0,966,2015-08-08 11:56,대구광역시,달성군,하빈면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,기타서비스,기타건축물,기타 건축물
29184,0,0,0,165,2015-08-08 11:57,제주특별자치도,서귀포시,대정읍,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,기타,야외,공터
29185,0,0,0,310,2015-08-08 12:02,경기도,성남시중원구,은행동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,기타야외
29186,0,0,0,190,2015-08-08 12:07,경상남도,진주시,장대동,기타(쓰레기 화재등),자연적 발화열,햇볕,자연적인 요인,돋보기 효과,기타,기타,기타,야외,기타야외
29187,0,0,0,45,2015-08-08 12:33,인천광역시,동구,송림동,기타(쓰레기 화재등),"마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,기타,야외,기타야외
